Date,Children apprehended and placed in CBP custody*,Children in CBP custody,Children transferred out of CBP custody,Children in HHS Care,Children discharged from HHS Care,total_system_load,net_daily_intake,care_load_growth_rate_pct,positive_net_intake_flag,net_intake_direction,cumulative_net_intake_pressure,consecutive_positive_net_intake_days,backlog_indicator,backlog_severity_score,logical_constraint_anomaly_flag,year,month,month_name,year_month,day_of_week,rolling_7d_avg_system_load,rolling_7d_avg_net_intake,rolling_7d_avg_growth_rate_pct,rolling_7d_avg_backlog_severity,rolling_14d_avg_system_load,rolling_14d_avg_net_intake,rolling_14d_avg_growth_rate_pct,rolling_14d_avg_backlog_severity,system_load_vs_7d_avg_gap,system_load_vs_14d_avg_gap,net_intake_vs_7d_avg_gap,net_intake_vs_14d_avg_gap,above_7d_system_load_avg_flag,above_14d_system_load_avg_flag,positive_7d_net_intake_pressure_flag,positive_14d_net_intake_pressure_flag,rolling_pressure_level,rolling_7d_std_system_load,rolling_7d_std_net_intake,rolling_7d_std_growth_rate,rolling_14d_std_system_load,rolling_14d_std_net_intake,rolling_14d_std_growth_rate,rolling_7d_system_load_range,rolling_14d_system_load_range,rolling_7d_net_intake_range,rolling_14d_net_intake_range,system_load_volatility_flag,net_intake_volatility_flag,growth_rate_volatility_flag,volatility_pressure_score,volatility_pressure_level,daily_system_load_change,daily_net_intake_change,daily_growth_rate_change,daily_backlog_severity_change,daily_cbp_custody_change,daily_hhs_care_change,system_load_pct_change,net_intake_pct_change,cbp_custody_pct_change,hhs_care_pct_change,system_load_spike_flag,major_system_load_spike_flag,net_intake_spike_flag,major_net_intake_spike_flag,growth_rate_spike_flag,major_growth_rate_spike_flag,backlog_severity_jump_flag,system_load_change_direction,net_intake_change_direction,pressure_spike_score,pressure_spike_level,pressure_spike_risk_category,rolling_pressure_signal,volatility_pressure_signal,pressure_spike_signal,pressure_spike_risk_signal,high_load_signal,backlog_pressure_signal,logical_anomaly_signal,intake_pressure_signal,daily_pressure_signal_count,daily_strain_score,daily_strain_level,high_pressure_day_flag,severe_pressure_day_flag,pressure_window_break,pressure_window_id,prolonged_pressure_window_flag,prolonged_pressure_window_category,rolling_pressure_component_score,volatility_pressure_component_score,pressure_spike_component_score,daily_strain_component_score,load_intensity_component_score,net_intake_component_score,growth_pressure_component_score,backlog_component_score,window_pressure_component_score,critical_window_component_score,final_pressure_stress_score,final_pressure_stress_level,operational_response_category,primary_pressure_driver,final_pressure_priority_rank
2023-05-24,35,70,53,7709,276,7779,-223,-0.95,False,Relief: Discharges Exceed Transfers,-9726,0,No Current Backlog Pressure,0,False,2023,5,May,2023-05,Wednesday,8262.29,-151.43,-1.82,0.0,8576.14,-123.21,-1.04,0.0,-483.29,-797.14,-71.57,-99.79,False,False,False,False,Normal Rolling Pressure,455.6287649266324,61.83002814937393,2.413294527443858,456.5994469390541,66.40224575839468,2.3711281916207945,1097.0,1305.0,162.0,220.0,Moderate Load Volatility,Stable Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,-75.0,-71.0,0.9200000000000002,0.0,4.0,-79.0,-0.9549274255156616,46.710526315789465,6.060606060606055,-1.0143810991268598,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,25,,0,No Prolonged Pressure Window,0,3.33,0.0,0.0,5.92,4.8,0.82,0.0,0,0,1.52,Normal Operating Pressure,Routine Monitoring,Volatility Pressure,1
2023-05-25,43,73,64,7546,408,7619,-344,-2.06,False,Relief: Discharges Exceed Transfers,-10070,0,No Current Backlog Pressure,0,False,2023,5,May,2023-05,Thursday,8082.71,-191.86,-2.13,0.0,8490.21,-136.64,-1.02,0.0,-463.71,-871.21,-152.14,-207.36,False,False,False,False,Normal Rolling Pressure,419.72916437694727,82.05979237001222,2.256345549355248,516.0936376832584,88.78115456893657,2.356022560947222,1112.0,1465.0,243.0,341.0,High Load Volatility,High Intake Volatility,Moderate Growth Volatility,5,High Volatility Pressure,-160.0,-121.0,-1.11,0.0,3.0,-163.0,-2.056819642627583,54.26008968609865,4.285714285714293,-2.114411726553378,False,False,True,False,False,False,False,System Load Decrease,Net Intake Decrease,1,Moderate Pressure Spike,Moderate Spike Watch,0,1,1,1,0,0,0,0,3,5,Moderate Daily Strain,1,0,26,26.0,1,Short Prolonged Pressure Window,0,8.33,1.67,5.0,5.76,7.4,1.78,0.0,7,0,4.19,Critical System Pressure,Immediate Escalation Required,Volatility Pressure,5
2023-05-29,41,60,71,6996,207,7056,-136,-7.39,False,Relief: Discharges Exceed Transfers,-10206,0,No Current Backlog Pressure,0,True,2023,5,May,2023-05,Monday,7843.43,-195.0,-2.96,0.0,8360.14,-141.21,-1.59,0.0,-787.43,-1304.14,59.0,5.21,False,False,False,False,Normal Rolling Pressure,463.6988452084185,78.94301742396215,2.9769991282369914,628.3734628317819,86.82270048023913,2.849365458568541,1540.0,2028.0,243.0,341.0,High Load Volatility,High Intake Volatility,High Growth Volatility,6,High Volatility Pressure,-563.0,208.0,-5.33,0.0,-13.0,-550.0,-7.389421183882394,-60.46511627906976,-17.808219178082197,-7.288629737609331,True,True,True,True,True,False,False,System Load Decrease,Net Intake Increase,5,Critical Pressure Spike,Major Intake Increase Risk,0,1,1,1,0,0,1,0,4,6,High Daily Strain,1,1,26,26.0,1,Short Prolonged Pressure Window,0,10.0,8.33,6.0,5.18,2.92,6.37,0.0,7,0,5.67,Critical System Pressure,Immediate Escalation Required,Volatility Pressure,5
2023-05-30,65,83,65,7046,168,7129,-103,1.03,False,Relief: Discharges Exceed Transfers,-10309,0,No Current Backlog Pressure,0,False,2023,5,May,2023-05,Tuesday,7633.86,-181.29,-2.59,0.0,8232.5,-148.36,-1.54,0.0,-504.86,-1103.5,78.29,45.36,False,False,False,False,Normal Rolling Pressure,393.0018781004491,86.14273868743331,3.3201778495106176,685.6624814451604,78.2693644192503,2.8857841222101137,948.0,2028.0,243.0,292.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,73.0,33.0,8.42,0.0,23.0,50.0,1.0345804988662222,-24.264705882352946,38.33333333333333,0.7146941109205329,False,False,False,False,True,True,False,System Load Increase,Net Intake Increase,2,Moderate Pressure Spike,Moderate Spike Watch,0,1,1,1,0,0,0,0,3,5,Moderate Daily Strain,1,0,26,26.0,1,Short Prolonged Pressure Window,0,8.33,3.33,5.0,5.25,2.22,0.89,0.0,7,0,4.04,High System Stress,Priority Monitoring Required,Volatility Pressure,4
2023-05-31,38,80,82,7053,210,7133,-128,0.06,False,Relief: Discharges Exceed Transfers,-10437,0,No Current Backlog Pressure,0,True,2023,5,May,2023-05,Wednesday,7510.57,-169.57,-1.58,0.0,8101.57,-150.79,-1.58,0.0,-377.57,-968.57,41.57,22.79,False,False,False,False,Normal Rolling Pressure,395.8151324136363,87.15667337780685,2.792595652111217,709.4209680366848,76.96970290208455,2.8607139084386017,948.0,2028.0,243.0,292.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,4.0,-25.0,-0.97,0.0,-3.0,7.0,0.0561088511712659,24.27184466019416,-3.6144578313253017,0.0993471473176299,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,1,0,2,2,Normal Daily Pressure,0,0,27,,0,No Prolonged Pressure Window,0,8.33,0.0,2.0,5.26,2.75,0.05,0.0,0,0,2.63,Moderate System Stress,Operational Watch Required,Volatility Pressure,3
2023-06-01,56,82,68,7002,287,7084,-219,-0.69,False,Relief: Discharges Exceed Transfers,-10656,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Thursday,7379.14,-186.43,-1.7,0.0,7958.71,-153.0,-1.72,0.0,-295.14,-874.71,-32.57,-66.0,False,False,False,False,Normal Rolling Pressure,355.339006476655,82.99569696246732,2.728478557382344,697.6436635695037,78.55228538025827,2.752321298008741,798.0,1820.0,241.0,292.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,-49.0,-91.0,-0.75,0.0,2.0,-51.0,-0.6869479882237517,71.09375,2.499999999999991,-0.7230965546575874,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,0,0,1,1,Normal Daily Pressure,0,0,27,,0,No Prolonged Pressure Window,0,8.33,0.0,1.0,5.21,4.71,0.59,0.0,0,0,2.55,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-04,74,103,80,6555,292,6658,-212,-6.01,False,Relief: Discharges Exceed Transfers,-10868,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Sunday,7208.29,-195.0,-2.29,0.0,7812.86,-164.43,-1.85,0.0,-550.29,-1154.86,-17.0,-47.57,False,False,False,False,Normal Rolling Pressure,375.90056942660607,81.93900170248594,3.183335327847792,742.744376479019,74.2487651134961,2.91337725551756,1121.0,2218.0,241.0,283.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,-426.0,7.0,-5.32,0.0,21.0,-447.0,-6.013551665725581,-3.196347031963476,25.60975609756097,-6.383890317052265,True,True,False,False,True,False,False,System Load Decrease,Net Intake Increase,3,High Pressure Spike,Multi-Factor Spike Risk,0,1,1,1,0,0,0,0,3,5,Moderate Daily Strain,1,0,28,28.0,0,No Prolonged Pressure Window,0,8.33,5.0,5.0,4.77,4.56,5.18,0.0,0,0,4.41,Critical System Pressure,Immediate Escalation Required,Volatility Pressure,5
2023-06-05,68,107,102,6523,189,6630,-87,-0.42,False,Relief: Discharges Exceed Transfers,-10955,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Monday,7044.14,-175.57,-2.21,0.0,7653.21,-163.5,-2.02,0.0,-414.14,-1023.21,88.57,76.5,False,False,False,False,Normal Rolling Pressure,333.6432368920731,89.92748401324467,3.226450209189806,739.3887473989705,75.19180601839331,2.7446771663080423,989.0,2246.0,257.0,283.0,High Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,4,Moderate Volatility Pressure,-28.0,125.0,5.59,0.0,4.0,-32.0,-0.4205467107239458,-58.96226415094339,3.883495145631066,-0.4881769641495004,False,False,True,False,True,True,False,System Load Decrease,Net Intake Increase,3,High Pressure Spike,Multi-Factor Spike Risk,0,1,1,1,0,0,0,0,3,5,Moderate Daily Strain,1,0,28,28.0,0,No Prolonged Pressure Window,0,6.67,5.0,5.0,4.74,1.87,0.36,0.0,0,0,3.7,High System Stress,Priority Monitoring Required,Volatility Pressure,4
2023-06-06,92,124,93,6508,187,6632,-94,0.03,False,Relief: Discharges Exceed Transfers,-11049,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Tuesday,6903.14,-139.86,-1.91,0.0,7492.93,-165.86,-2.02,0.0,-271.14,-860.93,45.86,71.86,False,False,False,False,Normal Rolling Pressure,247.7030672475045,54.5876316010277,3.3375875233753005,695.8689602864245,72.18870265636298,2.7393868127539247,503.0,2101.0,132.0,257.0,High Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,4,Moderate Volatility Pressure,2.0,-7.0,0.4499999999999999,0.0,17.0,-15.0,0.0301659125188535,8.045977011494255,15.88785046728971,-0.2299555419285615,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,0,0,1,1,Normal Daily Pressure,0,0,29,,0,No Prolonged Pressure Window,0,6.67,0.0,1.0,4.74,2.02,0.03,0.0,0,0,2.02,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-07,113,162,107,6483,208,6645,-101,0.2,False,Relief: Discharges Exceed Transfers,-11150,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Wednesday,6844.43,-134.86,-0.83,0.0,7343.93,-164.93,-1.89,0.0,-199.43,-698.93,33.86,63.93,False,False,False,False,Normal Rolling Pressure,254.06092257756853,56.56685888229536,2.34777503586856,630.6519781800558,72.98626244365786,2.802543977755344,503.0,1966.0,132.0,257.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,13.0,-7.0,0.17,0.0,38.0,-25.0,0.1960193003618826,7.446808510638303,30.645161290322577,-0.3841425937307963,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,0,0,1,1,Normal Daily Pressure,0,0,29,,0,No Prolonged Pressure Window,0,8.33,0.0,1.0,4.76,2.17,0.17,0.0,0,0,2.33,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-08,106,196,131,6446,255,6642,-124,-0.05,False,Relief: Discharges Exceed Transfers,-11274,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Thursday,6774.86,-137.86,-0.98,0.0,7204.36,-159.57,-1.79,0.0,-132.86,-562.36,13.86,35.57,False,False,False,False,Normal Rolling Pressure,228.5449835892776,55.13446765689788,2.238211445817949,542.2661292622429,73.04552246132785,2.845011056584475,503.0,1374.0,132.0,257.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,-3.0,-23.0,-0.25,0.0,34.0,-37.0,-0.0451467268622995,22.77227722772277,20.98765432098766,-0.5707234305105668,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,0,0,1,1,Normal Daily Pressure,0,0,29,,0,No Prolonged Pressure Window,0,8.33,0.0,1.0,4.75,2.67,0.04,0.0,0,0,2.36,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-11,86,152,168,6007,238,6159,-70,-7.27,False,Relief: Discharges Exceed Transfers,-11344,0,No Current Backlog Pressure,0,True,2023,6,June,2023-06,Sunday,6635.71,-129.57,-2.03,0.0,7073.14,-149.57,-1.81,0.0,-476.71,-914.14,59.57,79.57,False,False,False,False,Normal Rolling Pressure,267.35913068739586,60.917586795213545,3.183881279193682,557.9988774654914,75.16311931721904,2.886492700474073,925.0,1845.0,149.0,274.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,-483.0,54.0,-7.22,0.0,-44.0,-439.0,-7.271906052393861,-43.548387096774185,-22.44897959183674,-6.810425069810733,True,True,False,False,True,True,False,System Load Decrease,Net Intake Increase,4,High Pressure Spike,Multi-Factor Spike Risk,0,1,1,1,0,0,1,0,4,6,High Daily Strain,1,1,30,30.0,0,No Prolonged Pressure Window,0,8.33,6.67,6.0,4.26,1.51,6.27,0.0,0,0,4.72,Critical System Pressure,Immediate Escalation Required,Volatility Pressure,5
2023-06-12,84,118,136,6021,177,6139,-41,-0.32,False,Relief: Discharges Exceed Transfers,-11385,0,No Current Backlog Pressure,0,True,2023,6,June,2023-06,Monday,6500.71,-104.14,-1.98,0.0,6939.93,-145.29,-1.84,0.0,-361.71,-800.93,63.14,104.29,False,False,False,False,Normal Rolling Pressure,240.51175597446695,54.14003008073465,3.212775094762129,541.038810535341,79.71818494540008,2.867273181004121,519.0,1715.0,171.0,303.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,-20.0,29.0,6.949999999999999,0.0,-34.0,14.0,-0.3247280402662755,-41.42857142857142,-22.368421052631582,0.2330614283336141,False,False,False,False,True,True,False,System Load Decrease,Net Intake Increase,2,Moderate Pressure Spike,Moderate Spike Watch,0,1,1,1,0,0,1,0,4,6,High Daily Strain,1,1,30,30.0,0,No Prolonged Pressure Window,0,8.33,3.33,6.0,4.24,0.88,0.28,0.0,0,0,3.84,High System Stress,Priority Monitoring Required,Volatility Pressure,4
2023-06-13,59,64,117,6061,146,6125,-29,-0.23,False,Relief: Discharges Exceed Transfers,-11414,0,No Current Backlog Pressure,0,True,2023,6,June,2023-06,Tuesday,6424.57,-78.0,-1.15,0.0,6816.43,-136.5,-1.72,0.0,-299.57,-691.43,49.0,107.5,False,False,False,False,Normal Rolling Pressure,265.4912786658663,33.70459909270538,2.706396303644562,512.943948697611,85.49021536454875,2.8991204615450954,520.0,1654.0,95.0,315.0,High Load Volatility,Moderate Intake Volatility,High Growth Volatility,5,High Volatility Pressure,-14.0,12.0,0.09,0.0,-54.0,40.0,-0.2280501710376303,-29.268292682926838,-45.76271186440678,0.6643414715163498,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,1,0,2,2,Normal Daily Pressure,0,0,31,,0,No Prolonged Pressure Window,0,8.33,0.0,2.0,4.22,0.62,0.2,0.0,0,0,2.41,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-14,62,97,52,6065,167,6162,-115,0.6,False,Relief: Discharges Exceed Transfers,-11529,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Wednesday,6357.71,-82.0,-1.01,0.0,6700.93,-128.79,-1.61,0.0,-195.71,-538.93,-33.0,13.79,False,False,False,False,Normal Rolling Pressure,264.06041877177097,36.49657518178927,2.7788298325185794,458.7121544709103,81.88094412614583,2.959721549124452,520.0,1494.0,95.0,315.0,Moderate Load Volatility,Moderate Intake Volatility,High Growth Volatility,4,Moderate Volatility Pressure,37.0,-86.0,0.83,0.0,33.0,4.0,0.604081632653064,296.55172413793105,51.5625,0.0659957102788322,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,0,0,1,1,Normal Daily Pressure,0,0,31,,0,No Prolonged Pressure Window,0,6.67,0.0,1.0,4.26,2.47,0.52,0.0,0,0,2.02,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-15,91,75,97,6038,272,6113,-175,-0.8,False,Relief: Discharges Exceed Transfers,-11704,0,No Current Backlog Pressure,0,True,2023,6,June,2023-06,Thursday,6283.57,-93.57,-1.12,0.0,6593.36,-116.71,-1.52,0.0,-170.57,-480.36,-81.43,-58.29,False,False,False,False,Normal Rolling Pressure,246.4885779253027,50.92431358678986,2.74476991836509,399.6364900454267,56.1158534728736,2.96409243378879,532.0,1020.0,146.0,190.0,Moderate Load Volatility,Stable Intake Volatility,High Growth Volatility,3,Moderate Volatility Pressure,-49.0,-60.0,-1.4,0.0,-22.0,-27.0,-0.7951963648166194,52.17391304347827,-22.680412371134015,-0.4451772464962866,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,1,0,0,0,0,1,0,2,2,Normal Daily Pressure,0,0,31,,0,No Prolonged Pressure Window,0,5.0,0.0,2.0,4.21,3.76,0.69,0.0,0,0,2.02,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-19,29,51,11,5679,142,5730,-131,-6.27,False,Relief: Discharges Exceed Transfers,-11835,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Monday,6152.86,-97.86,-2.05,0.0,6498.64,-116.36,-1.44,0.0,-422.86,-768.64,-33.14,-14.64,False,False,False,False,Normal Rolling Pressure,264.81026451120863,52.87856708670208,3.264635909109562,436.9454475970989,55.999460358467466,2.8042381582796505,912.0,1403.0,146.0,190.0,Moderate Load Volatility,Stable Intake Volatility,High Growth Volatility,3,Moderate Volatility Pressure,-383.0,44.0,-5.47,0.0,-24.0,-359.0,-6.265336168820546,-25.142857142857142,-32.0,-5.9456773766147775,True,True,False,False,True,True,False,System Load Decrease,Net Intake Increase,4,High Pressure Spike,Multi-Factor Spike Risk,0,1,1,1,0,0,0,0,3,5,Moderate Daily Strain,1,0,32,32.0,1,High Prolonged Strain Window,0,5.0,6.67,5.0,3.82,2.82,5.41,0.0,7,0,4.1,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2023-06-20,33,53,34,5904,134,5957,-100,3.96,False,Relief: Discharges Exceed Transfers,-11935,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Tuesday,6055.0,-94.43,-1.48,0.0,6414.93,-116.14,-1.23,0.0,-98.0,-457.93,-5.57,16.14,False,False,False,False,Normal Rolling Pressure,159.5900999436398,51.66513054552083,3.953027772660922,418.7794470538528,56.06021095881875,3.0967264708341347,432.0,1403.0,146.0,190.0,Moderate Load Volatility,Stable Intake Volatility,High Growth Volatility,3,Moderate Volatility Pressure,227.0,31.0,10.23,0.0,2.0,225.0,3.961605584642225,-23.664122137404576,3.9215686274509887,3.961965134706813,True,False,False,False,True,True,False,System Load Increase,Net Intake Increase,3,High Pressure Spike,Multi-Factor Spike Risk,0,1,1,1,0,0,0,0,3,5,Moderate Daily Strain,1,0,32,32.0,1,High Prolonged Strain Window,0,5.0,5.0,5.0,4.05,2.15,3.41,0.0,7,0,3.71,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2023-06-21,93,196,169,5922,149,6118,20,2.7,True,Pressure: Transfers Exceed Discharges,-11915,1,Short-Term Intake Pressure,1,False,2023,6,June,2023-06,Wednesday,6049.14,-81.57,-0.05,0.14,6342.43,-105.57,-1.04,0.07,68.86,-224.43,101.57,125.57,True,False,False,False,Load Above Rolling Average,155.84546680552026,67.52248302814189,3.251186596569672,369.9109485945445,66.61336697195746,3.257482426390318,432.0,1354.0,195.0,239.0,Moderate Load Volatility,Stable Intake Volatility,High Growth Volatility,3,Moderate Volatility Pressure,161.0,120.0,-1.2599999999999998,1.0,143.0,18.0,2.7027027027026973,-120.0,269.811320754717,0.304878048780477,False,False,True,False,False,False,True,System Load Increase,Net Intake Increase,2,Moderate Pressure Spike,Backlog Severity Escalation,1,1,1,1,0,0,0,1,5,8,High Daily Strain,1,1,32,32.0,1,High Prolonged Strain Window,0,5.0,3.33,8.0,4.22,0.43,2.33,3.33,7,0,4.13,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2023-06-22,124,234,161,5956,207,6190,-46,1.18,False,Relief: Discharges Exceed Transfers,-11961,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Thursday,6056.43,-82.29,0.16,0.14,6278.57,-93.21,-0.91,0.07,133.57,-88.57,36.29,47.21,True,False,False,False,Load Above Rolling Average,161.82383131347902,67.04653678780203,3.2798410240219185,303.19597985100074,59.6337263524705,3.310871204361192,460.0,928.0,195.0,232.0,Stable Load Volatility,Stable Intake Volatility,High Growth Volatility,2,Low Volatility Pressure,72.0,-66.0,-1.5200000000000002,-1.0,38.0,34.0,1.1768551814318462,-330.0,19.387755102040828,0.5741303613644,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,33,,0,No Prolonged Pressure Window,0,3.33,0.0,2.0,4.29,0.99,1.02,0.0,0,0,1.58,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-25,92,203,173,5766,263,5969,-90,-3.57,False,Relief: Discharges Exceed Transfers,-12051,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Sunday,6034.14,-91.0,-0.31,0.14,6229.36,-84.5,-0.73,0.07,-65.14,-260.36,1.0,-5.5,False,False,False,False,Normal Rolling Pressure,161.54816471823708,62.79596590015421,3.5760865814595766,292.6038558931224,48.88565937274153,3.077595036516534,460.0,915.0,195.0,195.0,Stable Load Volatility,Stable Intake Volatility,High Growth Volatility,2,Low Volatility Pressure,-221.0,-44.0,-4.75,0.0,-31.0,-190.0,-3.570274636510496,95.65217391304348,-13.247863247863243,-3.1900604432505086,True,False,False,False,True,False,False,System Load Decrease,Net Intake Decrease,2,Moderate Pressure Spike,Moderate Spike Watch,0,0,1,1,0,0,0,0,2,4,Moderate Daily Strain,1,0,34,34.0,1,High Prolonged Strain Window,0,3.33,3.33,4.0,4.06,1.94,3.08,0.0,7,0,2.9,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2023-06-26,186,259,172,5819,174,6078,-2,1.83,False,Relief: Discharges Exceed Transfers,-12053,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Monday,6022.14,-74.86,-0.14,0.14,6189.93,-78.43,-0.57,0.07,55.86,-111.93,72.86,76.43,True,False,False,False,Load Above Rolling Average,153.3812554513451,69.73862767846946,3.657783612022581,270.8463840191901,53.60211575289574,3.153013646488872,460.0,915.0,195.0,195.0,Stable Load Volatility,Stable Intake Volatility,High Growth Volatility,2,Low Volatility Pressure,109.0,88.0,5.4,0.0,56.0,53.0,1.8261015245434773,-97.77777777777776,27.586206896551737,0.9191814082552874,False,False,False,False,True,False,False,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Moderate Spike Watch,1,0,1,1,0,0,0,0,3,6,High Daily Strain,1,1,34,34.0,1,High Prolonged Strain Window,0,3.33,1.67,6.0,4.18,0.04,1.58,0.0,7,0,2.9,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2023-06-27,154,225,220,5917,155,6142,65,1.05,True,Pressure: Transfers Exceed Discharges,-11988,1,Short-Term Intake Pressure,1,False,2023,6,June,2023-06,Tuesday,6026.29,-40.57,0.13,0.29,6154.93,-67.07,-0.5,0.14,115.71,-12.93,105.57,132.07,True,False,False,False,Load Above Rolling Average,156.60216504014016,71.27846131629836,3.6688456728824894,239.12837372609337,65.55967837452722,3.179669707776178,460.0,915.0,196.0,240.0,Stable Load Volatility,Stable Intake Volatility,High Growth Volatility,2,Low Volatility Pressure,64.0,67.0,-0.78,1.0,-34.0,98.0,1.0529779532741037,-3350.0,-13.127413127413124,1.684138168070115,False,False,False,False,False,False,True,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,34,34.0,1,High Prolonged Strain Window,0,3.33,1.67,7.0,4.24,1.4,0.91,3.33,7,0,3.34,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2023-06-28,91,199,172,5999,174,6198,-2,0.91,False,Relief: Discharges Exceed Transfers,-11990,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Wednesday,6093.14,-22.14,1.15,0.29,6123.0,-60.0,-0.45,0.14,104.86,75.0,20.14,58.0,True,True,False,False,Load Above Rolling Average,97.9428890927256,59.74509344269355,2.349038303727923,194.30032265702144,66.94314464816127,3.197294185696729,241.0,912.0,165.0,240.0,Stable Load Volatility,Stable Intake Volatility,High Growth Volatility,2,Low Volatility Pressure,56.0,-67.0,-0.14,-1.0,-26.0,82.0,0.9117551286226044,-103.07692307692308,-11.555555555555552,1.3858374176102697,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,35,,0,No Prolonged Pressure Window,0,3.33,0.0,2.0,4.3,0.04,0.78,0.0,0,0,1.51,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-06-29,81,213,153,6058,213,6271,-60,1.18,False,Relief: Discharges Exceed Transfers,-12050,0,No Current Backlog Pressure,0,False,2023,6,June,2023-06,Thursday,6138.0,-16.43,0.75,0.29,6096.5,-55.43,-0.36,0.14,133.0,174.5,-43.57,-4.57,True,True,False,False,Load Above Rolling Average,97.09960521728811,52.53524893775963,2.0048512591782406,134.01937288205653,64.37237138557369,3.2258605632646886,302.0,541.0,155.0,240.0,Stable Load Volatility,Stable Intake Volatility,High Growth Volatility,2,Low Volatility Pressure,73.0,-58.0,0.2699999999999999,0.0,14.0,59.0,1.177799290093584,2900.0,7.035175879396993,0.9834972495415872,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,35,,0,No Prolonged Pressure Window,0,3.33,0.0,2.0,4.37,1.29,1.02,0.0,0,0,1.6,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
