trend_period,reporting_days,period_start_date,period_end_date,avg_system_load,max_system_load,min_system_load,avg_net_daily_intake,total_net_daily_intake,avg_care_load_growth_pct,avg_backlog_severity_score,max_backlog_severity_score,avg_volatility_pressure_score,max_volatility_pressure_score,avg_pressure_spike_score,max_pressure_spike_score,avg_daily_strain_score,max_daily_strain_score,avg_final_pressure_stress_score,max_final_pressure_stress_score,normal_pressure_days,early_watch_days,moderate_stress_days,high_stress_days,critical_pressure_days,most_common_pressure_level,most_common_response_category,most_common_pressure_driver,trend_period_type,stress_day_count,stress_day_rate_pct,critical_pressure_rate_pct,high_or_critical_pressure_days,high_or_critical_pressure_rate_pct,previous_period,previous_avg_system_load,system_load_change,system_load_change_pct,previous_stress_score,stress_score_change,stress_score_change_pct,system_load_trend_direction,stress_score_trend_direction,normalized_load_movement,normalized_stress_movement,pressure_movement_score,pressure_trend_direction,pressure_movement_pattern,executive_pressure_signal
2023-07-26 00:00:00,1,2023-07-26,2023-07-26,7960.0,7960,7960,-57.0,-57,2.0,0.0,0,2.0,2,0.0,0,2.0,2,1.81,1.81,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-07-25 00:00:00,7804.0,156.0,1.9989748846745259,3.94,-2.13,-54.06091370558376,Increasing,Decreasing,0.032882810721482594,-0.41929133858267714,-0.1705955564653893,Pressure Decreasing,Pressure Cooling,Improving
2023-07-27 00:00:00,1,2023-07-27,2023-07-27,8026.0,8026,8026,-66.0,-66,0.83,0.0,0,1.0,1,0.0,0,2.0,2,1.48,1.48,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-07-26 00:00:00,7960.0,66.0,0.8291457286432161,1.81,-0.33000000000000007,-18.232044198895032,Increasing,Decreasing,0.013911958382165713,-0.06496062992125985,-0.02158070635437579,Pressure Stable,Stable Pressure Movement,Stable
2023-07-30 00:00:00,1,2023-07-30,2023-07-30,7948.0,7948,7948,-76.0,-76,-0.97,0.0,0,2.0,2,0.0,0,2.0,2,1.79,1.79,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-07-27 00:00:00,8026.0,-78.0,-0.971841515076003,1.48,0.31000000000000005,20.945945945945947,Decreasing,Increasing,-0.016441405360741297,0.061023622047244104,0.018417856972852132,Pressure Stable,Stress-Led Pressure Increase,Watch Closely
2023-07-31 00:00:00,1,2023-07-31,2023-07-31,8076.0,8076,8076,-42.0,-42,1.61,0.0,0,3.0,3,0.0,0,3.0,3,2.52,2.52,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-07-30 00:00:00,7948.0,128.0,1.6104680422747861,1.79,0.73,40.782122905027926,Increasing,Increasing,0.0269807677714729,0.1437007874015748,0.07950477660501876,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-08-01 00:00:00,1,2023-08-01,2023-08-01,8349.0,8349,8349,5.0,5,3.38,1.0,1,3.0,3,2.0,2,8.0,8,4.37,4.37,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Daily Strain Pressure,Daily,1,100.0,100.0,1,100.0,2023-07-31 00:00:00,8076.0,273.0,3.3803863298662704,2.52,1.85,73.41269841269842,Increasing,Increasing,0.05754491876259454,0.3641732283464567,0.1955276580753325,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-08-02 00:00:00,1,2023-08-02,2023-08-02,8432.0,8432,8432,-114.0,-114,0.99,0.0,0,3.0,3,1.0,1,7.0,7,3.77,3.77,0,0,0,1,0,High System Stress,Priority Monitoring Required,Daily Strain Pressure,Daily,1,100.0,0.0,1,100.0,2023-08-01 00:00:00,8349.0,83.0,0.9941310336567253,4.37,-0.6000000000000001,-13.72997711670481,Increasing,Decreasing,0.017495341601814457,-0.11811023622047245,-0.043527168418214655,Pressure Decreasing,Pressure Cooling,Improving
2023-08-03 00:00:00,1,2023-08-03,2023-08-03,8503.0,8503,8503,-182.0,-182,0.84,0.0,0,2.0,2,0.0,0,2.0,2,1.98,1.98,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-08-02 00:00:00,8432.0,71.0,0.8420303605313093,3.77,-1.79,-47.48010610079575,Increasing,Decreasing,0.014965894623238872,-0.35236220472440943,-0.15033175008320285,Pressure Decreasing,Pressure Cooling,Improving
2023-08-06 00:00:00,1,2023-08-06,2023-08-06,8543.0,8543,8543,-163.0,-163,0.47,0.0,0,1.0,1,0.0,0,2.0,2,1.64,1.64,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-08-03 00:00:00,8503.0,40.0,0.47042220392802536,1.98,-0.3400000000000001,-17.171717171717177,Stable,Decreasing,0.00843148992858528,-0.06692913385826774,-0.025480790775498578,Pressure Decreasing,Pressure Cooling,Improving
2023-08-07 00:00:00,1,2023-08-07,2023-08-07,8749.0,8749,8749,-26.0,-26,2.41,0.0,0,1.0,1,1.0,1,6.0,6,2.72,2.72,0,0,0,1,0,High System Stress,Priority Monitoring Required,Daily Strain Pressure,Daily,1,100.0,0.0,1,100.0,2023-08-06 00:00:00,8543.0,206.0,2.4113309141987593,1.64,1.0800000000000003,65.85365853658539,Increasing,Increasing,0.04342217313221419,0.21259842519685046,0.11955148656130052,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-08-08 00:00:00,1,2023-08-08,2023-08-08,8957.0,8957,8957,-15.0,-15,2.38,0.0,0,1.0,1,0.0,0,2.0,2,1.58,1.58,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-08-07 00:00:00,8749.0,208.0,2.37741456166419,2.72,-1.1400000000000001,-41.911764705882355,Increasing,Decreasing,0.04384374762864346,-0.22440944881889766,-0.07687019077275004,Pressure Decreasing,Pressure Cooling,Improving
2023-08-09 00:00:00,1,2023-08-09,2023-08-09,9027.0,9027,9027,-83.0,-83,0.78,0.0,0,2.0,2,0.0,0,3.0,3,2.42,2.42,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-08-08 00:00:00,8957.0,70.0,0.7815116668527409,1.58,0.8399999999999999,53.1645569620253,Increasing,Increasing,0.01475510737502424,0.16535433070866137,0.08252475787516095,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-08-10 00:00:00,1,2023-08-10,2023-08-10,9149.0,9149,9149,-214.0,-214,1.35,0.0,0,2.0,2,1.0,1,6.0,6,3.55,3.55,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-08-09 00:00:00,9027.0,122.0,1.3515010523983604,2.42,1.13,46.69421487603305,Increasing,Increasing,0.025716044282185106,0.22244094488188973,0.11424224955205219,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-08-16 00:00:00,1,2023-08-16,2023-08-16,9879.0,9879,9879,-113.0,-113,7.98,0.0,0,4.0,4,4.0,4,7.0,7,5.4,5.4,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-10 00:00:00,9149.0,730.0,7.979014099901629,3.55,1.8500000000000005,52.112676056338046,Increasing,Increasing,0.15387469119668137,0.36417322834645677,0.24850903291408033,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-08-17 00:00:00,1,2023-08-17,2023-08-17,9913.0,9913,9913,-197.0,-197,0.34,0.0,0,3.0,3,2.0,2,7.0,7,4.35,4.35,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-16 00:00:00,9879.0,34.0,0.34416438910820935,5.4,-1.0500000000000007,-19.444444444444457,Stable,Decreasing,0.007166766439297489,-0.2066929133858269,-0.08907008948200848,Pressure Decreasing,Pressure Cooling,Improving
2023-08-20 00:00:00,1,2023-08-20,2023-08-20,9693.0,9693,9693,-241.0,-241,-2.22,0.0,0,4.0,4,1.0,1,7.0,7,4.5,4.5,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-17 00:00:00,9913.0,-220.0,-2.2193079794209623,4.35,0.15000000000000036,3.4482758620689737,Decreasing,Stable,-0.046373194607219045,0.02952755905511818,-0.012217855459167294,Pressure Stable,Stable Pressure Movement,Stable
2023-08-21 00:00:00,1,2023-08-21,2023-08-21,9871.0,9871,9871,-118.0,-118,1.84,0.0,0,4.0,4,1.0,1,7.0,7,4.35,4.35,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-20 00:00:00,9693.0,178.0,1.8363767667388837,4.5,-0.15000000000000036,-3.333333333333341,Increasing,Stable,0.0375201301822045,-0.02952755905511818,0.007348670025409294,Pressure Stable,Load-Led Pressure Increase,Monitor Increase
2023-08-22 00:00:00,1,2023-08-22,2023-08-22,10130.0,10130,10130,-78.0,-78,2.62,0.0,0,4.0,4,1.0,1,7.0,7,4.35,4.35,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-21 00:00:00,9871.0,259.0,2.6238476344848545,4.35,0.0,0.0,Increasing,Stable,0.05459389728758969,0.0,0.03002664350817433,Pressure Increasing,Load-Led Pressure Increase,Monitor Increase
2023-08-23 00:00:00,1,2023-08-23,2023-08-23,10283.0,10283,10283,-104.0,-104,1.51,0.0,0,4.0,4,0.0,0,3.0,3,3.21,3.21,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-08-22 00:00:00,10130.0,153.0,1.5103652517275419,4.35,-1.1399999999999997,-26.206896551724135,Increasing,Decreasing,0.0322504489768387,-0.22440944881889757,-0.08324650503124262,Pressure Decreasing,Pressure Cooling,Improving
2023-08-24 00:00:00,1,2023-08-24,2023-08-24,10240.0,10240,10240,-270.0,-270,-0.42,0.0,0,4.0,4,2.0,2,7.0,7,4.78,4.78,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-23 00:00:00,10283.0,-43.0,-0.41816590489156863,3.21,1.5700000000000003,48.909657320872284,Stable,Increasing,-0.009063851673229177,0.3090551181102363,0.13408968472933028,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2023-08-27 00:00:00,1,2023-08-27,2023-08-27,10156.0,10156,10156,-296.0,-296,-0.82,0.0,0,5.0,5,0.0,0,3.0,3,3.71,3.71,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-08-24 00:00:00,10240.0,-84.0,-0.8203125,4.78,-1.0700000000000003,-22.38493723849373,Decreasing,Decreasing,-0.01770612885002909,-0.21062992125984256,-0.10452183543444515,Pressure Decreasing,Broad Pressure Relief,Improving
2023-08-28 00:00:00,1,2023-08-28,2023-08-28,10309.0,10309,10309,-192.0,-192,1.51,0.0,0,5.0,5,0.0,0,3.0,3,3.62,3.62,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-08-27 00:00:00,10156.0,153.0,1.5064986215045293,3.71,-0.08999999999999986,-2.4258760107816673,Increasing,Stable,0.0322504489768387,-0.017716535433070838,0.009765305992379411,Pressure Stable,Load-Led Pressure Increase,Monitor Increase
2023-08-29 00:00:00,1,2023-08-29,2023-08-29,10452.0,10452,10452,-72.0,-72,1.39,0.0,0,5.0,5,1.0,1,7.0,7,4.63,4.63,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-28 00:00:00,10309.0,143.0,1.3871374527112232,3.62,1.0099999999999998,27.90055248618784,Increasing,Increasing,0.030142576494692378,0.19881889763779523,0.10604692100908866,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-08-30 00:00:00,1,2023-08-30,2023-08-30,10647.0,10647,10647,-142.0,-142,1.87,0.0,0,4.0,4,0.0,0,3.0,3,3.31,3.31,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-08-29 00:00:00,10452.0,195.0,1.8656716417910446,4.63,-1.3199999999999998,-28.5097192224622,Increasing,Decreasing,0.04110351340185324,-0.25984251968503935,-0.09432220148724843,Pressure Decreasing,Pressure Cooling,Improving
2023-08-31 00:00:00,1,2023-08-31,2023-08-31,10420.0,10420,10420,-268.0,-268,-2.13,0.0,0,3.0,3,2.0,2,7.0,7,4.57,4.57,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2023-08-30 00:00:00,10647.0,-227.0,-2.1320559782098245,3.31,1.2600000000000002,38.066465256797585,Decreasing,Increasing,-0.047848705344721465,0.24803149606299216,0.08529738528874967,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2023-09-04 00:00:00,1,2023-09-04,2023-09-04,10294.0,10294,10294,-106.0,-106,-1.21,0.0,0,3.0,3,2.0,2,5.0,5,3.87,3.87,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-08-31 00:00:00,10420.0,-126.0,-1.2092130518234165,4.57,-0.7000000000000002,-15.317286652078776,Decreasing,Decreasing,-0.026559193275043632,-0.13779527559055121,-0.07661543031702205,Pressure Decreasing,Broad Pressure Relief,Improving
2023-09-05 00:00:00,1,2023-09-05,2023-09-05,10472.0,10472,10472,-21.0,-21,1.73,0.0,0,3.0,3,0.0,0,3.0,3,2.83,2.83,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-09-04 00:00:00,10294.0,178.0,1.72916261900136,3.87,-1.04,-26.873385012919897,Increasing,Decreasing,0.0375201301822045,-0.2047244094488189,-0.07148991265175603,Pressure Decreasing,Pressure Cooling,Improving
2023-09-06 00:00:00,1,2023-09-06,2023-09-06,10586.0,10586,10586,-49.0,-49,1.09,0.0,0,2.0,2,0.0,0,3.0,3,2.55,2.55,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-09-05 00:00:00,10472.0,114.0,1.0886172650878534,2.83,-0.28000000000000025,-9.893992932862199,Increasing,Decreasing,0.02402974629646805,-0.05511811023622052,-0.011586789143241806,Pressure Stable,Stable Pressure Movement,Stable
2023-09-07 00:00:00,1,2023-09-07,2023-09-07,10664.0,10664,10664,-238.0,-238,0.74,0.0,0,2.0,2,2.0,2,6.0,6,3.98,3.98,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-09-06 00:00:00,10586.0,78.0,0.736822218023805,2.55,1.4300000000000002,56.07843137254903,Increasing,Increasing,0.016441405360741297,0.28149606299212604,0.13571600129486444,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-09-10 00:00:00,1,2023-09-10,2023-09-10,10565.0,10565,10565,-174.0,-174,-0.93,0.0,0,2.0,2,0.0,0,2.0,2,2.18,2.18,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-07 00:00:00,10664.0,-99.0,-0.9283570892723182,3.98,-1.7999999999999998,-45.226130653266324,Decreasing,Decreasing,-0.02086793757324857,-0.3543307086614173,-0.1709261845629245,Pressure Decreasing,Broad Pressure Relief,Improving
2023-09-11 00:00:00,1,2023-09-11,2023-09-11,10735.0,10735,10735,-94.0,-94,1.61,0.0,0,2.0,2,0.0,0,2.0,2,2.13,2.13,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-10 00:00:00,10565.0,170.0,1.609086606720303,2.18,-0.050000000000000266,-2.293577981651388,Increasing,Stable,0.03583383219648744,-0.009842519685039422,0.015279473849800353,Pressure Stable,Load-Led Pressure Increase,Monitor Increase
2023-09-12 00:00:00,1,2023-09-12,2023-09-12,10964.0,10964,10964,-164.0,-164,2.13,0.0,0,2.0,2,1.0,1,6.0,6,3.41,3.41,0,0,0,1,0,High System Stress,Priority Monitoring Required,Daily Strain Pressure,Daily,1,100.0,0.0,1,100.0,2023-09-11 00:00:00,10735.0,229.0,2.1332091290172337,2.13,1.2800000000000002,60.09389671361504,Increasing,Increasing,0.04827027984115073,0.2519685039370079,0.1399344806842865,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-09-13 00:00:00,1,2023-09-13,2023-09-13,11004.0,11004,11004,-130.0,-130,0.36,0.0,0,2.0,2,0.0,0,2.0,2,2.14,2.14,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-12 00:00:00,10964.0,40.0,0.36483035388544327,3.41,-1.27,-37.24340175953079,Stable,Decreasing,0.00843148992858528,-0.25,-0.1078626805392781,Pressure Decreasing,Pressure Cooling,Improving
2023-09-14 00:00:00,1,2023-09-14,2023-09-14,11190.0,11190,11190,-182.0,-182,1.69,0.0,0,1.0,1,0.0,0,2.0,2,1.99,1.99,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-13 00:00:00,11004.0,186.0,1.6902944383860414,2.14,-0.15000000000000013,-7.00934579439253,Increasing,Stable,0.03920642816792155,-0.029527559055118138,0.008276133917553693,Pressure Stable,Load-Led Pressure Increase,Monitor Increase
2023-09-17 00:00:00,1,2023-09-17,2023-09-17,11052.0,11052,11052,-141.0,-141,-1.23,0.0,0,0.0,0,0.0,0,3.0,3,1.82,1.82,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Daily Strain Pressure,Daily,1,100.0,0.0,0,0.0,2023-09-14 00:00:00,11190.0,-138.0,-1.2332439678284184,1.99,-0.16999999999999993,-8.542713567839193,Decreasing,Stable,-0.02908864025361922,-0.03346456692913384,-0.031057807257600798,Pressure Decreasing,Pressure Cooling,Improving
2023-09-18 00:00:00,1,2023-09-18,2023-09-18,11229.0,11229,11229,-94.0,-94,1.6,0.0,0,0.0,0,0.0,0,2.0,2,1.58,1.58,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-17 00:00:00,11052.0,177.0,1.6015200868621065,1.82,-0.24,-13.186813186813188,Increasing,Decreasing,0.03730934293398987,-0.047244094488188976,-0.0007397039059906102,Pressure Stable,Stable Pressure Movement,Stable
2023-09-19 00:00:00,1,2023-09-19,2023-09-19,11382.0,11382,11382,-71.0,-71,1.36,0.0,0,1.0,1,0.0,0,2.0,2,1.85,1.85,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-18 00:00:00,11229.0,153.0,1.3625434143734971,1.58,0.27,17.088607594936708,Increasing,Increasing,0.0322504489768387,0.0531496062992126,0.04165506977190696,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-09-20 00:00:00,1,2023-09-20,2023-09-20,11374.0,11374,11374,-117.0,-117,-0.07,0.0,0,1.0,1,0.0,0,2.0,2,1.85,1.85,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-19 00:00:00,11382.0,-8.0,-0.07028641714988579,1.85,0.0,0.0,Stable,Stable,-0.0016862979857170562,0.0,-0.000927463892144381,Pressure Stable,Stable Pressure Movement,Stable
2023-09-21 00:00:00,1,2023-09-21,2023-09-21,11352.0,11352,11352,-218.0,-218,-0.19,0.0,0,1.0,1,0.0,0,2.0,2,1.99,1.99,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-20 00:00:00,11374.0,-22.0,-0.19342359767891684,1.85,0.1399999999999999,7.567567567567562,Stable,Stable,-0.004637319460721904,0.027559055118110215,0.00985104909975255,Pressure Stable,Stable Pressure Movement,Stable
2023-09-24 00:00:00,1,2023-09-24,2023-09-24,11156.0,11156,11156,-199.0,-199,-1.73,0.0,0,1.0,1,0.0,0,0.0,0,1.57,1.57,1,0,0,0,0,Normal Operating Pressure,Routine Monitoring,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-21 00:00:00,11352.0,-196.0,-1.726568005637773,1.99,-0.41999999999999993,-21.105527638190953,Decreasing,Decreasing,-0.04131430065006787,-0.08267716535433069,-0.059927589766986145,Pressure Decreasing,Broad Pressure Relief,Improving
2023-09-25 00:00:00,1,2023-09-25,2023-09-25,11097.0,11097,11097,-48.0,-48,-0.53,0.0,0,0.0,0,2.0,2,4.0,4,2.43,2.43,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Daily Strain Pressure,Daily,1,100.0,0.0,0,0.0,2023-09-24 00:00:00,11156.0,-59.0,-0.5288633918967371,1.57,0.8600000000000001,54.77707006369427,Decreasing,Increasing,-0.01243644764466329,0.16929133858267717,0.06934105615763991,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2023-09-26 00:00:00,1,2023-09-26,2023-09-26,11272.0,11272,11272,-155.0,-155,1.58,0.0,0,0.0,0,0.0,0,2.0,2,1.66,1.66,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-25 00:00:00,11097.0,175.0,1.577002793547806,2.43,-0.7700000000000002,-31.687242798353914,Increasing,Decreasing,0.0368877684375606,-0.15157480314960634,-0.04792038877666452,Pressure Decreasing,Pressure Cooling,Improving
2023-09-27 00:00:00,1,2023-09-27,2023-09-27,11321.0,11321,11321,-120.0,-120,0.43,0.0,0,0.0,0,0.0,0,2.0,2,1.57,1.57,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-09-26 00:00:00,11272.0,49.0,0.43470546486870126,1.66,-0.08999999999999986,-5.421686746987944,Stable,Stable,0.010328575162516968,-0.017716535433070838,-0.002291724605497544,Pressure Stable,Stable Pressure Movement,Stable
2023-09-28 00:00:00,1,2023-09-28,2023-09-28,11146.0,11146,11146,-254.0,-254,-1.55,0.0,0,0.0,0,1.0,1,5.0,5,2.91,2.91,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-09-27 00:00:00,11321.0,-175.0,-1.545799841003445,1.57,1.34,85.35031847133759,Decreasing,Increasing,-0.0368877684375606,0.26377952755905515,0.09841251476091649,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2023-10-01 00:00:00,1,2023-10-01,2023-10-01,10720.0,10720,10720,-341.0,-341,-3.82,0.0,0,1.0,1,2.0,2,5.0,5,3.64,3.64,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-09-28 00:00:00,11146.0,-426.0,-3.821998923380585,2.91,0.73,25.085910652920962,Decreasing,Increasing,-0.08979536773943324,0.1437007874015748,0.015277902074020376,Pressure Stable,Stress-Led Pressure Increase,Watch Closely
2023-10-02 00:00:00,1,2023-10-02,2023-10-02,10894.0,10894,10894,-151.0,-151,1.62,0.0,0,1.0,1,4.0,4,4.0,4,3.63,3.63,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-10-01 00:00:00,10720.0,174.0,1.6231343283582091,3.64,-0.010000000000000231,-0.2747252747252811,Increasing,Stable,0.03667698118934597,-0.0019685039370079195,0.01928651288248672,Pressure Stable,Load-Led Pressure Increase,Monitor Increase
2023-10-03 00:00:00,1,2023-10-03,2023-10-03,10974.0,10974,10974,-148.0,-148,0.73,0.0,0,1.0,1,0.0,0,0.0,0,1.44,1.44,1,0,0,0,0,Normal Operating Pressure,Routine Monitoring,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-10-02 00:00:00,10894.0,80.0,0.7343491830365338,3.63,-2.19,-60.33057851239669,Increasing,Decreasing,0.01686297985717056,-0.43110236220472437,-0.18472142407068215,Pressure Decreasing,Pressure Cooling,Improving
2023-10-04 00:00:00,1,2023-10-04,2023-10-04,11029.0,11029,11029,-236.0,-236,0.5,0.0,0,1.0,1,0.0,0,1.0,1,1.77,1.77,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Volatility Pressure,Daily,0,0.0,0.0,0,0.0,2023-10-03 00:00:00,10974.0,55.0,0.5011846181884454,1.44,0.33000000000000007,22.91666666666667,Increasing,Increasing,0.011593298651804761,0.06496062992125985,0.035608597723059555,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-10-05 00:00:00,1,2023-10-05,2023-10-05,11200.0,11200,11200,-374.0,-374,1.55,0.0,0,2.0,2,1.0,1,6.0,6,3.89,3.89,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2023-10-04 00:00:00,11029.0,171.0,1.5504578837609937,1.77,2.12,119.77401129943503,Increasing,Increasing,0.036044619444702074,0.4173228346456693,0.20761981628513734,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2023-10-09 00:00:00,1,2023-10-09,2023-10-09,10888.0,10888,10888,-218.0,-218,-2.79,0.0,0,2.0,2,5.0,5,4.0,4,4.33,4.33,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Sudden Spike Pressure,Daily,1,100.0,100.0,1,100.0,2023-10-05 00:00:00,11200.0,-312.0,-2.7857142857142856,3.89,0.43999999999999995,11.311053984575834,Decreasing,Increasing,-0.06576562144296519,0.08661417322834644,0.0028052861591250436,Pressure Stable,Stress-Led Pressure Increase,Watch Closely
2023-10-10 00:00:00,1,2023-10-10,2023-10-10,10970.0,10970,10970,-186.0,-186,0.75,0.0,0,2.0,2,0.0,0,3.0,3,2.66,2.66,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2023-10-09 00:00:00,10888.0,82.0,0.7531227038941954,4.33,-1.67,-38.56812933025404,Increasing,Decreasing,0.017284554353599824,-0.32874015748031493,-0.1384265659716618,Pressure Decreasing,Pressure Cooling,Improving
2023-10-11 00:00:00,1,2023-10-11,2023-10-11,11043.0,11043,11043,-201.0,-201,0.67,0.0,0,1.0,1,0.0,0,2.0,2,1.95,1.95,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2023-10-10 00:00:00,10970.0,73.0,0.6654512306289881,2.66,-0.7100000000000002,-26.691729323308277,Increasing,Decreasing,0.015387469119668137,-0.13976377952755908,-0.05443059277158411,Pressure Decreasing,Pressure Cooling,Improving
2023-10-12 00:00:00,1,2023-10-12,2023-10-12,11072.0,11072,11072,-316.0,-316,0.26,0.0,0,2.0,2,1.0,1,7.0,7,3.96,3.96,0,0,0,1,0,High System Stress,Priority Monitoring Required,Daily Strain Pressure,Daily,1,100.0,0.0,1,100.0,2023-10-11 00:00:00,11043.0,29.0,0.2626097980621208,1.95,2.01,103.07692307692307,Stable,Increasing,0.006112830198224328,0.39566929133858264,0.1814132377113856,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
